norm_title,description,sentiment_score,violence_flag,genres,audience_group
have you ever seen fireflies theatre play,Yılmaz Erdoğan's lauded stage play traces the life of wunderkind Gülseren as she navigates social and political change.,0.34,0,"('drama',)",
in our mothers gardens,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.,0.0516,0,"('documentary',)",
dead man down,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.,-0.7783,0,"('action',)",
startup,An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.,-0.4939,0,"('drama',)",
aliens stole my body,The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.,0.2263,0,"('comedy',)",
due date,"Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker.",-0.4588,0,"('action', 'comedy')",
motu patlu in the game of zones,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem.",0.0,0,"('comedy',)",
never back down,"When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club.",-0.3182,1,"('action', 'drama')",
darkest hour,Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.,-0.3818,1,"('action', 'sci-fi')",
sweetest thing,"After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him.",0.8126,0,"('comedy', 'romance')",
whole truth,"Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim.",-0.836,1,"('drama', 'thriller')",
yeti adventures,An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.,0.3182,0,"('comedy',)",
under siege,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.,-0.6908,1,"('action',)",
seven,"After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance.",-0.3818,1,"('drama',)",
between worlds,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",-0.765,0,"('thriller',)",
ram prasad ki tehrvi,"Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow.",-0.5423,0,"('drama',)",
among family,"Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter.",-0.6249,0,"('comedy',)",
hayat öpücügü,"High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",-0.3716,0,"('comedy', 'drama')",
heroes silence and rock roll,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",0.5423,0,"('documentary',)",
kara bela,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,-0.6486,1,"('comedy',)",
kocan kadar konus 2 dirilis,"Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",0.6956,0,"('comedy', 'romance')",
tell me when,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,0.8481,0,"('comedy',)",
dhobi ghat,"In this intimate drama, circumstances draw together four people from different castes – which would normally preclude them from forming friendships.",0.3818,0,"('drama',)",
jaane tu ya jaane na,Soft-spoken Jai and spitfire beauty Aditi couldn't be more different – but their family and friends know that they're a perfect match.,0.9118,0,"('comedy',)",
madness in the desert,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal.",0.0,0,"('documentary',)",
doctor bello,A troubled doctor sets out to save the life of a miracle worker who cured his cancer patient using an unprecedented and mysterious remedy.,-0.1027,0,"('drama',)",
four sisters before the wedding,"When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary.",-0.3818,0,"('comedy', 'drama')",
into the beat,A teen ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she follow her parents’ footsteps... or her newfound passion?,0.6124,0,"('drama', 'romance')",
only mine,"After dating a charming cop who turns into an obsessive stalker, a small-town girl must save herself from his deadly ways.",0.7269,0,"('thriller',)",
master,"A heavy-drinking loner finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion.""",-0.3182,0,"('drama',)",
wave of cinema one day well talk about today,"Delve into a musical concert and relive moments from ""One Day We'll Talk About Today,"" a film about family and intergenerational trauma.",-0.4215,0,"('documentary',)",
house of cards,"A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama.",-0.296,0,"('drama', 'thriller')",
law school,"When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",0.3182,0,"('drama',)",
motu patlu in the city of gold,"Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!",-0.8685,0,"('comedy',)",
my love six stories of true love,Six longtime couples in different parts of the world share their decades-long love in these tender portraits filmed over the course of one year.,0.7506,0,"('documentary',)",
baker and the beauty,"A Miami baker and a fashionista try to make romance work despite the heat they face from jealous exes, prying family members and invasive paparazzi.",0.1531,0,"('comedy', 'drama', 'romance')",
heaven officials blessing,"Banished to the mortal realm to exorcise ghosts, a deity must reckon with a demon and soon uncovers a dark secret behind the heavenly gods.",0.6124,0,"('romance',)",
roohi,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",0.1779,0,"('comedy', 'horror')",
thunder force,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.,0.8074,1,"('action', 'comedy')",
fishermans diary,"Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education",0.93,0,"('drama',)",
what lies below,"Back home at her lake house, a teenager begins to suspect that a sinister force lurks beneath the surface of her mother's too-perfect new lover.",-0.4939,0,"('horror', 'thriller')",
accepted,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts.",-0.765,0,"('comedy',)",
wild child,"Accustomed to getting her way, a wealthy teenage girl from Los Angeles is sent to a strict boarding school in England to clean up her act.",0.6369,0,"('comedy', 'romance')",
glimpses of a future,"This docuseries celebrates the virtual collaborations between a group of artists, dancers and writers from around the world during the pandemic.",0.5719,0,"('documentary',)",
into the grizzly maze,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.,-0.8225,0,"('action', 'horror')",
kingsglaive final fantasy xv,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.,-0.6705,1,"('action', 'sci-fi')",
