norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
ko one,"Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance.",adult,"['action', 'comedy']",0.7096,1,0
break it all the history of rock in latin america,"Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent.",adult,['documentary'],-0.5574,0,0
land of steady habits,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",adult,"['comedy', 'drama']",0.1531,0,0
talking tom and friends,"['Full phase of the moon of funny one - liner and always ready for an adventure, a let the cat out of the bag kat and his equally gossipy carnal cohorts set up out to become famous.']",child,['comedy'],0.7717,0,1
mossad 101,"Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad.",adult,"['action', 'drama']",0.7076,0,0
death machine,"Engineering genius and psychopath, Jack, unleashes his newest and deadliest creation against the corporation that fired him.",adult,"['action', 'adventure', 'horror']",-0.3612,0,0
grizzy et les lemmings,"Strong, whip-smart Grizzy rules a Canadian forest, where he has his paws full with a family of frolicsome lemmings.",child,['comedy'],0.5106,0,1
baahubali 2 the conclusion,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.",adult,"['action', 'drama']",-0.8834,1,0
gatao 2 rise of the king,"When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss.",adult,"['action', 'drama']",-0.5859,0,0
one day well talk about today,"['Harboring a deep secret, a seemingly happy folk confront the harm of years past as a skirmish between coevals threatens to separate them.']",child,['drama'],-0.3818,0,1
jab harry met sejal,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.,adult,"['comedy', 'romance']",0.4404,0,0
mile in his shoes,"The story of Mickey Tussler, a young man with a type of autism who is recruited by a passionate coach to pitch for his minor league team. His team is starting another losing season and the coach is getting pressured by the team's owner to start winning games.",child,['drama'],0.5106,0,1
our planet,"[""Have our satellite ' s born beauty and examine how climate change impact all living creature in this ambitious documentary of spectacular scope.""]",child,['documentary'],0.8728,0,1
hunt,"['Attestant some of the most engrossing showdowns in the animal realm as cameras capture leopards, diametrical bear and early predators point their prey.']",child,['documentary'],0.0,0,1
your excellency,"[""Bodge through politics, a billionaire man of affairs ' s presidential effort seems specify for disaster until information technology gets a hike from social media.""]",child,['comedy'],-0.34,0,1
unchained the untold story of freestyle motocross,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers.",adult,['documentary'],-0.0772,0,0
death house,Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.,adult,['horror'],-0.8481,0,0
we bare bears,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.",child,['comedy'],-0.0772,0,1
irishman,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,adult,['drama'],-0.1027,1,0
class of the titans,['Follow the adventure of the teen descendent of Hellene mythological heroes in this fantastic animated serial publication.'],child,['action'],0.8271,0,1
i dont feel at home in this world anymore,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,adult,"['drama', 'thriller']",-0.7269,0,0
si doel the movie 3,"['Torn between reuniting with ace mob and get out another hind end, Doel must pick out between the two women he loves.']",child,['drama'],0.4019,0,1
godless,"A ruthless outlaw terrorizes the West in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",adult,['drama'],-0.6249,1,0
guru aur bhole,['A singer and a professional dancer world health organization personify best friend apply their artistic abilities to get forbidden of one and only hilariously sticky spot after another.'],child,['comedy'],0.8519,0,1
yes or no 25,"Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions.",child,['romance'],0.4215,0,1
next door,Matt and Karen have inconsiderate neighbors whose lawn sprinkler drowns their flowers. A feud erupts and a series of actions develop and escalate.,adult,"['comedy', 'drama']",-0.8176,0,0
rocky iii,"After taking a pounding from a powerful young fighter, humbled world champ Rocky Balboa turns to ex-rival Apollo Creed for help in regaining his form.",child,['drama'],0.8481,1,1
hurricane at pilgrim hill,"Sam ""Bigmouth"" Smedley travels to Pilgrim Hill, Massachusets, to ""help"" his unhappy daughter Janet. Sam soon learns that the cause is Janet's lawyer husband Tom's troublesome biggest client, Jonathan Smith, who owns and controls most of Pilgrim Hill. The controlling Smith even refuses to allow his daughter, Sally, to marry her poor, but kind, sweetheart Steve. Sam kidnaps Smith and brings him to a small deserted island off the coast. He then performs an old indian rain dance to create a storm to make Smith disappear. The dance works too well, a hurricane springs up, and Smith disappears in the storm. The local sheriff charges Sam with his murder. But is Smith really dead? A goofy, fun farce with a rare starring role for character actor Clem Bevans.",child,['comedy'],-0.8198,1,1
bobby kennedy for president,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",adult,['documentary'],0.0,0,0
sin senos sí hay paraíso,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",adult,['drama'],-0.8834,0,0
second chance,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined.",adult,"['drama', 'romance']",0.2247,0,0
outrageous vacation videos,"[""Clipping show made from home telecasting from people ' s personal assemblage of extremum, funny and dangerous vacations.""]",child,['documentary'],-0.0516,0,1
dennis the menace,"[""The bane of St. george ' s life is a little boy mention Dennis. But when a cunning thief endeavour to soak George vi, Dennis may cost the only single who can break him.""]",child,['comedy'],-0.9231,0,1
bruno and boots the wizzle war,"Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.",child,['comedy'],-0.5423,0,1
ozark,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",adult,"['drama', 'thriller']",0.1027,0,0
madam secretary,"['When a highly adequate to woman become secretary of state, she shinny to receive balance between the demand of world government and those of her family.']",child,['drama'],0.101,0,1
diana 7 days that shook the world,"This illuminating documentary examines the aftermath of Princess Diana’s tragic death and the tense, dramatic week leading up to her funeral.",child,['documentary'],-0.8957,1,1
garden state,A man who returns to his hometown falls in love with an adorably eccentric woman.,adult,"['comedy', 'drama']",0.8074,0,0
two weeks to live,"['Abner believes helium only have two weeks to live and takes on dangerous jobs, include piloting a rocket ship to Defect. Coupled with this is a bomb in a violin case, the foiling of a Nazi spy plot, and a ghost home. Breakneck pace with sight jape galore.']",child,"['action', 'comedy']",-0.8555,0,1
